post_title,seo_page_title,categoryParent,author_name,post_date,imageDesktop650,imageMobile320,categoryChild,post_url
Komentar HomeBois Pabz yang Mengaku Siap Resign Setelah Gugur di MSC 2024,Komentar HomeBois Pabz yang Mengaku Siap Resign,Esports,Mecca Medina,2024-07-12 07:38:13,2024/07/Komentar-HomeBois-Pabz-resign-featured-640x360.jpg,2024/07/Komentar-HomeBois-Pabz-resign-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/komentar-homebois-pabz-resign
"BREAKING: Kalah di Knockout MSC 2024, Pabz Siap Mengundurkan Diri Dari HomeBois?","Kalah di MSC 2024, Pabz Siap Mengundurkan Diri Dari HomeBois?",Esports,Mecca Medina,2024-07-11 22:35:55,2024/07/pabz-homebois-mengundurkan-diri-featured-640x360.jpg,2024/07/pabz-homebois-mengundurkan-diri-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/pabz-homebois-mengundurkan-diri
Taipei Game Show 2025 Mulai Buka Registrasi Ekshibitor,Taipei Game Show 2025 Mulai Buka Registrasi Ekshibitor,Geek,AI.da Lovelace,2024-07-11 22:30:46,2024/07/Taipei-Game-Show-2025-featured-640x360.jpg,2024/07/Taipei-Game-Show-2025-featured-320x180.jpg,Game,geek/game/registrasi-taipei-game-show-2025
Apa Saja Anime Summer 2024 yang Tayang di Crunchyroll?,Anime Summer 2024 Crunchyroll Ada Apa Saja? - GGWP.ID,Geek,Taufiq Radityadji,2024-07-11 21:45:57,2024/07/Anime-Summer-2024-Crunchyroll-featured-640x360.jpg,2024/07/Anime-Summer-2024-Crunchyroll-featured-320x180.jpg,Anime Manga,geek/anime-manga/anime-summer-2024-crunchyroll
Nobar EURO 2024 Bareng EA Sports FC Mobile Berlangsung Pecah!,Nobar EURO 2024 Bareng EA Sports FC Mobile Berlangsung Pecah!,Geek,Mecca Medina,2024-07-11 21:00:27,2024/07/Nobar-EURO-2024-fc-mobile-featured-640x360.jpg,2024/07/Nobar-EURO-2024-fc-mobile-featured-320x180.jpg,Game,geek/game/nobar-euro-2024-fc-mobile
"Review Doraemon The Movie: Nobita’s Earth Symphony, Menghibur Abis!","Review Doraemon The Movie: Nobita’s Earth Symphony, Menghibur Abis!",Geek,Yaya,2024-07-11 20:15:42,2024/07/review-doraemon-the-movie-nobitas-earth-symphony-feature-640x360.jpg,2024/07/review-doraemon-the-movie-nobitas-earth-symphony-feature-320x180.jpg,Film,geek/film/review-doraemon-the-movie-nobitas-earth-symphony-menghibur-abis
ASUS ROG NUC Kecilkan Gaming PC Sampai Seukuran Konsol,ASUS ROG NUC Kecilkan Gaming PC Sampai Seukuran Konsol,Tekno,Mecca Medina,2024-07-11 19:30:31,2024/07/asus-rog-nuc-featured-640x360.jpg,2024/07/asus-rog-nuc-featured-320x180.jpg,Gadget,tekno/gadget/asus-rog-nuc
Pesta Dara (Virgin Bash) Dapat Penghargaan Mocha Chai Awards di BIFAN 2024,Pesta Dara Dapat Penghargaan Mocha Chai Awards di BIFAN 2024,Geek,Mecca Medina,2024-07-11 18:45:28,2024/07/Pesta-Dara-bifan-2024-featured-640x360.jpg,2024/07/Pesta-Dara-bifan-2024-featured-320x180.jpg,Film,geek/film/pesta-dara-bifan-2024
150+ Link Download Livery BUSSID Yudhistira HD Terbaik,"150+ Link Download Livery BUSSID Yudhistira HD Terbaik, Dijamin Keren!",Geek,Retna Kumalasari,2024-07-11 18:00:51,2024/07/Livery-BUSSID-Yudistira-HD-featured-640x360.jpg,2024/07/Livery-BUSSID-Yudistira-HD-featured-320x180.jpg,Game,geek/game/livery-bussid-yudhistira-hd-terbaik
"Resmi! Kolaborasi Free Fire x Naruto Shippuden Bakal Segera Hadir, Kapan?","Resmi! Kolaborasi Free Fire x Naruto Shippuden Bakal Segera Hadir, Kapan?",Esports,Yaya,2024-07-11 17:40:37,2024/07/free-fire-x-naruto-shippuden-feature-640x360.jpg,2024/07/free-fire-x-naruto-shippuden-feature-320x180.jpg,Free Fire,esports/free-fire/free-fire-x-naruto-shippuden
"Cara Dapatkan Tiket Grand Finals FFWS ID Fall 2024 di Bandung, Gratis!","Cara Dapatkan Tiket Grand Finals FFWS ID Fall 2024 di Bandung, Gratis!",Esports,Yaya,2024-07-11 17:15:09,2024/07/tiket-grand-finals-ffws-id-fall-2024-feature-640x360.jpg,2024/07/tiket-grand-finals-ffws-id-fall-2024-feature-320x180.jpg,Free Fire,esports/free-fire/tiket-grand-finals-ffws-id-fall-2024-bandung
"EKSKLUSIF: Sekys Tertarik Gabung RRQ, Pak AP Kasih Kode?","Sekys Tertarik Gabung RRQ, Pak AP Kasih Kode?",Esports,Mecca Medina,2024-07-11 16:30:41,2024/07/Sekys-Tertarik-Gabung-RRQ-featured-640x360.jpg,2024/07/Sekys-Tertarik-Gabung-RRQ-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/sekys-tertarik-gabung-rrq
EKSKLUSIF: RRQ Ewok Bicara Soap Persiapan Playoff VCT Pacific 2024 Stage 2,RRQ Ewok Bicara Soap Persiapan Playoff VCT Pacific 2024 Stage 2,Esports,Mecca Medina,2024-07-11 15:45:29,2024/07/rrq-ewok-playoff-vct-pacific-2024-FEATURED-640x360.jpg,2024/07/rrq-ewok-playoff-vct-pacific-2024-FEATURED-320x180.jpg,Valorant,esports/valorant/rrq-ewok-playoff-vct-pacific-2024
Asyiknya Premiere Screening Doraemon The Movie: Nobita's Earth Symphony,Asyiknya Premiere Screening Doraemon The Movie: Nobita's Earth Symphony,Geek,Yaya,2024-07-11 15:20:13,2024/07/doraemon-the-movie-nobitas-earth-symphony-feature-640x360.jpg,2024/07/doraemon-the-movie-nobitas-earth-symphony-feature-320x180.jpg,Film,geek/film/premiere-screening-doraemon-the-movie-nobitas-earth-symphony
Build Anton dan Tim Terbaiknya di Zenless Zone Zero,Build Anton dan Tim Terbaiknya di Zenless Zone Zero,Geek,Arini Rizki Fauziah,2024-07-11 15:00:51,2024/07/build-anton-zenless-zone-zero-640x360.jpg,2024/07/build-anton-zenless-zone-zero-320x180.jpg,Game,geek/game/build-anton-zenless-zone-zero
Daftar tim Free Fire Esports World Cup 2024 dan Roster Lengkapnya,Daftar tim Free Fire Esports World Cup 2024 dan Roster Lengkapnya!,Esports,Retna Kumalasari,2024-07-11 14:15:56,2024/07/Daftar-tim-Free-Fire-featured-640x360.jpg,2024/07/Daftar-tim-Free-Fire-featured-320x180.jpg,Free Fire,esports/free-fire/daftar-tim-free-fire-esports-world-cup-2024
Timnas Indonesia Lolos ke Main Event IESF WEC 2024 Riyadh PUBG Mobile,Timnas Indonesia Lolos ke Main Event IESF WEC 2024 Riyadh PUBG Mobile,Esports,Yaya,2024-07-11 14:00:55,2024/07/timnas-indonesia-feature-640x360.jpg,2024/07/timnas-indonesia-feature-320x180.jpg,PUBG Mobile,esports/pubg-mobile/timnas-indonesia-lolos-iesf-2024-pubg-mobile
Zenless Zone Zero Rencananya Bakal Tersedia di Nintendo Switch 2?,Zenless Zone Zero Rencananya Bakal Tersedia di Nintendo Switch 2?,Geek,Sandi,2024-07-11 13:30:04,2024/07/zenless-zone-zero-4-640x360.jpg,2024/07/zenless-zone-zero-4-320x180.jpg,Game,geek/game/zenless-zone-zero-rencananya-bakal-tersedia-di-nintendo-switch-2
"MBR, Kagendra, dan Dewa Tanggapi Prediksi Netizen soal Bigetron Delta di FFWS ID Fall 2024","MBR, Kagendra, dan Dewa Tanggapi Prediksi Netizen soal Bigetron Delta di FFWS ID Fall 2024",Esports,Yaya,2024-07-11 13:00:16,2024/07/bigetron-delta-feature-640x360.jpg,2024/07/bigetron-delta-feature-320x180.jpg,Free Fire,esports/free-fire/prediksi-netizen-bigetron-delta-di-ffws-id-fall-2024
Ini Dampak Esports World Cup Untuk Arab Saudi Menurut Twisted Minds,Dampak Esports World Cup Untuk Arab Saudi Menurut Twisted Minds,Esports,Mecca Medina,2024-07-11 12:45:02,2024/07/Dampak-Esports-World-Cup-featured-640x360.jpg,2024/07/Dampak-Esports-World-Cup-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/dampak-esports-world-cup
Cara Membuka Encrypted Vault di The First Descendant,Cara Membuka Encrypted Vault di The First Descendant,Geek,Sandi,2024-07-11 12:00:10,2024/07/the-first-descendant-5-640x360.jpg,2024/07/the-first-descendant-5-320x180.jpg,Game,geek/game/cara-membuka-encrypted-vault-di-the-first-descendant
Klasemen Esports World Cup (EWC): Free Fire 2024 Day 1: RRQ Kazu Membara,Klasemen Esports World Cup (EWC): Free Fire 2024 Day 1: RRQ Kazu Membara,Esports,Yaya,2024-07-11 11:20:22,2024/07/klasemen-esports-world-cup-free-fire-2024-feature-640x360.jpg,2024/07/klasemen-esports-world-cup-free-fire-2024-feature-320x180.jpg,Free Fire,esports/free-fire/klasemen-esports-world-cup-ewc-free-fire-2024-day-1
FFWS ID 2024 Fall Week 1: Kebangkitan Tim Papan Tengah,FFWS ID 2024 Fall Week 1: Kebangkitan Tim Papan Tengah,Esports,Mecca Medina,2024-07-11 11:15:43,2024/07/FFWS-ID-2024-Fall-week-1-featured-640x360.jpg,2024/07/FFWS-ID-2024-Fall-week-1-featured-320x180.jpg,Free Fire,esports/free-fire/ffws-id-2024-fall-week-1
Build Terbaik Soukaku di Zenless Zone Zero!,"Build Soukaku Zenless Zone Zero, Support SR yang Oke! - GGWP.ID",Geek,Taufiq Radityadji,2024-07-11 10:30:38,2024/07/Build-Soukaku-Zenless-Zone-Zero-featured-640x360.jpg,2024/07/Build-Soukaku-Zenless-Zone-Zero-featured-320x180.jpg,Game,geek/game/build-soukaku-zenless-zone-zero
Review Zenless Zone Zero: Nomor Satu Urusan Visual dan Vibe!,Review Zenless Zone Zero: Nomor Satu Urusan Visual dan Vibe!,Geek,Spades,2024-07-11 10:30:38,2024/07/review-zenless-zone-zero-featured-640x360.jpg,2024/07/review-zenless-zone-zero-featured-320x180.jpg,Game,geek/game/review-zenless-zone-zero
"Jadwal Esports World Cup (EWC): Free Fire 2024 dan Hasil, Terlengkap!","Jadwal Esports World Cup (EWC): Free Fire 2024 dan Hasil, Terlengkap!",Esports,Yaya,2024-07-11 09:53:16,2024/07/jadwal-esports-world-cup-free-fire-2024-feature-640x360.jpg,2024/07/jadwal-esports-world-cup-free-fire-2024-feature-320x180.jpg,Free Fire,esports/free-fire/jadwal-esports-world-cup-ewc-free-fire-2024
"Jadwal MSC 2024: Wildcard, Group Stage, Playoff, dan Hasil","Jadwal MSC 2024: Wildcard, Group Stage, Playoff, dan Hasil",Esports,Yaya,2024-07-11 09:51:10,2024/06/jadwal-msc-2024-feature-640x360.jpg,2024/06/jadwal-msc-2024-feature-320x180.jpg,Mobile Legends,esports/mobile-legends/jadwal-msc-2024
Kode Redeem Mobile Legends Adventure (MLA) 11 Juli 2024,Kode Redeem Mobile Legends Adventure (MLA) 11 Juli 2024,Esports,iqbal nuril,2024-07-11 09:47:55,2022/01/kode-redeem-Mobile-Legends-Adventure-featured-640x360.jpg,2022/01/kode-redeem-Mobile-Legends-Adventure-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/kode-redeem-mobile-legends-adventure
"Build Item Terkuat Hero Arthur Honor of Kings, Langsung Terobos!","Build Item Terkuat Hero Arthur Honor of Kings, Langsung Terobos!",Esports,Ahwil Rizky Muhammad,2024-07-11 09:45:56,2024/07/Build-Arthur-Terkuat-Honor-of-Kings-Featured-640x360.jpg,2024/07/Build-Arthur-Terkuat-Honor-of-Kings-Featured-320x180.jpg,Esports Lain,esports/esports-lain/build-item-terkuat-hero-arthur-honor-of-kings
Kode Redeem Honor of Kings (HOK) 11 Juli 2024 dan Cara Menukarkannya,Kode Redeem Honor of Kings (HOK) 11 Juli 2024 dan Cara Menukarkannya,Esports,Yaya,2024-07-11 09:45:21,2024/06/kode-redeem-honor-of-kings-feature-640x360.jpg,2024/06/kode-redeem-honor-of-kings-feature-320x180.jpg,Esports Lain,esports/esports-lain/kode-redeem-honor-of-kings
Kumpulan Kode Redeem PUBG Mobile Terbaru Hari Ini 11 Juli 2024,Kumpulan Kode Redeem PUBG Mobile Terbaru 11 Juli 2024,Esports,Leonanda Ferry,2024-07-11 09:41:16,2022/05/kode-redeem-pubg-featured-640x360.jpg,2022/05/kode-redeem-pubg-featured-320x180.jpg,PUBG Mobile,esports/pubg-mobile/code-redeem-pubg-mobile
"Kode Redeem FF (Free Fire) yang Terbukti Valid, Hari Ini 11 Juli 2024!","Kode Redeem FF (Free Fire) yang Terbukti Valid, 11 Juli 2024!",Esports,Jefri Sibarani,2024-07-11 09:37:22,2023/07/kode-redeem-free-fire-640x360.jpg,2023/07/kode-redeem-free-fire-320x180.jpg,Free Fire,esports/free-fire/kode-redeem-ff
Update Terbaru Gran Turismo 7 Bakal Dirilis Akhir Juli Nanti!,Update Terbaru Gran Turismo 7 Bakal Dirilis Akhir Juli Nanti!,Geek,Sandi,2024-07-11 09:00:54,2024/07/gran-turismo-7-640x360.jpg,2024/07/gran-turismo-7-320x180.jpg,Game,geek/game/update-terbaru-gran-turismo-7-bakal-dirilis-akhir-juli-nanti
Talon Esports Datangkan Primmie Tepat Sebelum Playoff VCT Pacific 2024 Stage 2,Talon Esports Datangkan Primmie Tepat Sebelum Playoff VCT Pacific 2024 Stage 2,Esports,caesario saputro,2024-07-11 08:15:01,2024/07/Talon-Esports-Primmie-640x360.jpg,2024/07/Talon-Esports-Primmie-320x180.jpg,Valorant,esports/valorant/talon-esports-datangkan-primmie
"Build Angela Kobo Kanaeru, Bisa Langganan MVP!","Build Angela Kobo Kanaeru, Bisa Langganan MVP!",Esports,Mecca Medina,2024-07-10 20:15:11,2024/07/Build-Angela-Kobo-Kanaeru-featured-640x360.jpg,2024/07/Build-Angela-Kobo-Kanaeru-featured-320x180.jpg,Esports Lain,esports/esports-lain/build-angela-kobo-kanaeru
The First Descendant Dituduh Jiplak Sejumlah Asset Destiny 2?,The First Descendant Dituduh Jiplak Sejumlah Asset Destiny 2?,Geek,Sandi,2024-07-10 19:30:32,2024/07/the-first-descendant-6-640x360.jpg,2024/07/the-first-descendant-6-320x180.jpg,Game,geek/game/the-first-descendant-dituduh-jiplak-sejumlah-asset-destiny-2
EKSKLUSIF: Luke Bicara Migrasinya ke Bigetron Alpha dan Gantikan Xorizo,EKSKLUSIF: Luke Bicara Migrasinya ke Bigetron Alpha dan Gantikan Xorizo,Esports,Yaya,2024-07-10 18:45:38,2024/07/luke-feature-1-640x360.jpg,2024/07/luke-feature-1-320x180.jpg,Mobile Legends,esports/mobile-legends/eksklusif-luke-ke-bigetron-alpha-gantikan-xorizo
Build Terbaik Ellen Joe di Zenless Zone Zero,Build Ellen Zenless Zone Zero yang Terbaik - GGWP.ID,Geek,Taufiq Radityadji,2024-07-10 18:00:34,2024/07/Build-Ellen-Zenless-Zone-Zero-featured-640x360.jpg,2024/07/Build-Ellen-Zenless-Zone-Zero-featured-320x180.jpg,Game,geek/game/build-ellen-zenless-zone-zero
3 Rekomendasi Hero Terbaik untuk Counter Zhuxin Mobile Legends,3 Rekomendasi Hero Terbaik untuk Counter Zhuxin Mobile Legends,Esports,Retna Kumalasari,2024-07-10 17:15:08,2024/07/Counter-Zhuxin-featured-640x360.jpg,2024/07/Counter-Zhuxin-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/hero-counter-zhuxin-mobile-legends
Cara Bermain Solo Private di The First Descendant,Cara Bermain Solo Private di The First Descendant,Geek,Sandi,2024-07-10 16:30:11,2024/07/the-first-descendant-4-640x360.jpg,2024/07/the-first-descendant-4-320x180.jpg,Game,geek/game/cara-bermain-solo-private-di-the-first-descendant
"Honor of Kings GraPARI Corner Diluncurkan, Kerja Sama HOK dan Telkomsel",Honor of Kings GraPARI Corner Diluncurkan di Jakarta,Esports,Mecca Medina,2024-07-10 15:00:28,2024/07/Honor-of-Kings-GraPARI-Corner-featured-640x360.jpg,2024/07/Honor-of-Kings-GraPARI-Corner-featured-320x180.jpg,Esports Lain,esports/esports-lain/honor-of-kings-grapari-corner
"Sebuah Ryzen Dalam Keyboard, Ling Long Hadirkan Pocket PC Unik!","Sebuah Ryzen Dalam Keyboard, Ling Long Hadirkan Pocket PC Unik!",Tekno,Spades,2024-07-10 14:45:58,2024/07/keyboard-ryzen-featured-640x360.jpg,2024/07/keyboard-ryzen-featured-320x180.jpg,Gadget,tekno/gadget/sebuah-ryzen-dalam-keyboard-ling-long-hadirkan-pocket-pc-unik
Tips Sun Bin HOK Biar Nggak Dianggap Hero Dark System,Tips Sun Bin HOK Biar Nggak Dianggap Hero Dark System,Esports,AI.da Lovelace,2024-07-10 13:30:00,2024/07/Tips-Sun-Bin-HOK-featured-640x360.jpg,2024/07/Tips-Sun-Bin-HOK-featured-320x180.jpg,Esports Lain,esports/esports-lain/tips-sun-bin-hok
Mall Taman Anggrek Jadi Venue Main Event VCT Challengers Indonesia Split 2 2024,Mall Taman Anggrek Jadi Venue Main Event VCT Challengers Indonesia Split 2 2024,Esports,Yaya,2024-07-10 12:45:52,2024/07/vct-challengers-indonesia-split-2-2024-feature-1-640x360.jpg,2024/07/vct-challengers-indonesia-split-2-2024-feature-1-320x180.jpg,Valorant,esports/valorant/venue-main-event-vct-challengers-indonesia-split-2-2024
ASUS ROG Ally X Akan Segera Hadir di Indonesia!,ASUS ROG Ally X Akan Segera Hadir di Indonesia!,Tekno,Mecca Medina,2024-07-10 12:00:43,2024/07/ROG-Ally-X-indonesia-featured-640x360.jpg,2024/07/ROG-Ally-X-indonesia-featured-320x180.jpg,Gadget,tekno/gadget/rog-ally-x-indonesia
5 Game Metroidvania Terbaik di Nintendo Switch,"Game Metroidvania Nintendo Switch Terbaik, Ada Dead Cells!",Geek,Dwi Ayu,2024-07-10 11:15:08,2024/06/Elang-32-640x360.jpg,2024/06/Elang-32-320x180.jpg,Game,geek/game/game-metroidvania-nintendo-switch
"Kode Redeem Zenless Zone Zero Terbaru 10 Juli 2024. Ayo, Dapatkan Sekarang!",Kode Redeem Zenless Zone Zero Terbaru 10 Juli 2024,Geek,DJ,2024-07-10 10:34:17,2024/07/zzz-650x313.jpg,2024/07/zzz-320x154.jpg,Game,geek/game/kode-redeem-zenless-zone-zero
"Build Lengkap Hero Allain Honor of Kings, Buat Pedangnya Makin Pedih","Build Lengkap Hero Allain Honor of Kings, Buat Pedangnya Makin Pedih",Esports,Ahwil Rizky Muhammad,2024-07-10 10:30:41,2024/07/Build-Allain-HOK-Featured-640x360.jpg,2024/07/Build-Allain-HOK-Featured-320x180.jpg,Esports Lain,esports/esports-lain/build-lengkap-hero-allain-honor-of-kings
"Trailer Film F1 Dirilis, Tayang di Tahun 2025","Trailer Film F1 Dirilis, Segera Tayang di Tahun 2025",Geek,Mecca Medina,2024-07-10 09:45:14,2024/07/Trailer-Film-F1-featured-640x360.jpg,2024/07/Trailer-Film-F1-featured-320x180.jpg,Film,geek/film/trailer-film-f1
"Capt Farewell, Manajemen Segera Perkenalkan Pelatih Baru Bigetron Red Aliens","Capt Farewell, Manajemen Kenalkan Pelatih Baru Bigetron Red Aliens",Esports,Retna Kumalasari,2024-07-10 09:00:20,2024/07/Pelatih-Baru-Bigetron-featured-640x360.jpg,2024/07/Pelatih-Baru-Bigetron-featured-320x180.jpg,PUBG Mobile,esports/pubg-mobile/pelatih-baru-bigetron-red-aliens
Deretan Anime Spring 2024 Terburuk Berdasarkan Rating yang Didapatkan!,Deretan Anime Spring 2024 Terburuk Berdasarkan Rating yang Didapatkan,Geek,Retna Kumalasari,2024-07-10 08:15:04,2024/07/Anime-Spring-2024-Terburuk-featured-640x360.jpg,2024/07/Anime-Spring-2024-Terburuk-featured-320x180.jpg,Anime Manga,geek/anime-manga/anime-spring-terburuk-2024
"Lapor Cheater, Dev. Escape from Tarkov Bakal Beri Insentif","Lapor Cheater, Dev. Escape from Tarkov Bakal Beri Insentif",Geek,Sandi,2024-07-10 07:30:47,2024/07/escape-from-tarkov-640x360.jpg,2024/07/escape-from-tarkov-320x180.jpg,Game,geek/game/lapor-cheater-dev-escape-from-tarkov-bakal-beri-insentif
"7 Hero Counter Alessio Honor of Kings (HOK), Langsung Lenyap Seketika!","7 Hero Counter Alessio Honor of Kings (HOK), Langsung Lenyap Seketika!",Esports,Ahwil Rizky Muhammad,2024-07-10 06:45:56,2024/07/Hero-Counter-Alessio-HOK-Featured-640x360.jpg,2024/07/Hero-Counter-Alessio-HOK-Featured-320x180.jpg,Esports Lain,esports/esports-lain/7-hero-counter-alessio-honor-of-kings-hok
Eksklusif: Coach Paman Bicara soal Star Syndrome yang Kerap Dialami Pemain Free Fire,Eksklusif: Coach Paman Bicara soal Star Syndrome yang Kerap Dialami Pemain Free Fire,Esports,Yaya,2024-07-09 17:30:23,2024/07/coach-paman-feature-640x360.jpg,2024/07/coach-paman-feature-320x180.jpg,Free Fire,esports/free-fire/eksklusif-coach-paman-soal-star-syndrome-pemain-free-fire
Galeri Foto Grafiti Zenless Zone Zero di 20 Kota Besar Indonesia,Galeri Foto Grafiti Zenless Zone Zero di 20 Kota Besar Indonesia,Geek,Mecca Medina,2024-07-09 16:00:01,2024/07/Galeri-foto-grafiti-Zenless-Zone-Zero-featured-640x360.jpg,2024/07/Galeri-foto-grafiti-Zenless-Zone-Zero-featured-320x180.jpg,Game,geek/game/galeri-foto-grafiti-zenless-zone-zero
Indonesia Batal Jadi Tuan Rumah Playoff ESL Snapdragon Season 5 Challenge Finals,Indonesia Batal Jadi Tuan Rumah Playoff ESL Snapdragon Season 5 Challenge Finals,Esports,Yaya,2024-07-09 15:20:46,2024/07/esl-snapdragon-season-5-feature-1-640x360.jpg,2024/07/esl-snapdragon-season-5-feature-1-320x180.jpg,Mobile Legends,esports/mobile-legends/indonesia-batal-esl-snapdragon-season-5-challenge-finals
Eksklusif: Coach Kids Akui Jajal Gameplan di Turnamen Lain untuk FFWS ID Fall 2024,Eksklusif: Coach Kids Akui Jajal Gameplan di Turnamen Lain untuk FFWS ID Fall 2024,Esports,Yaya,2024-07-09 15:15:32,2024/07/coach-kids-feature-640x360.jpg,2024/07/coach-kids-feature-320x180.jpg,Free Fire,esports/free-fire/eksklusif-coach-kids-jajal-gameplan-untuk-ffws-id-fall-2024
Blue Lock Chapter 268 Itoshi Rin Incar Yoichi Isagi,Blue Lock Chapter 268 Itoshi Rin Incar Yoichi Isagi,Geek,Adagium,2024-07-09 14:30:19,2024/07/blue-lock-268-640x360.jpg,2024/07/blue-lock-268-320x180.jpg,Anime Manga,geek/anime-manga/blue-lock-chapter-268
60+ Game PSP Ukuran Kecil Terbaru 2024!,Rekomendasi 20+ Game PSP Ukuran Kecil Terbaru 2024!,Geek,Anwar,2024-07-09 14:00:44,2021/06/marvel-ppsspp-ukuran-kecil-640x360.jpg,2021/06/marvel-ppsspp-ukuran-kecil-320x180.jpg,Game,geek/game/kumpulan-game-ppsspp-ukuran-kecil
Ini Tier List di ZZZ (Zenless Zone Zero) yang Wajib Kamu Tahu!,Ini Tier List di ZZZ (Zenless Zone Zero) yang Wajib Kamu Tahu!,Geek,Arini Rizki Fauziah,2024-07-09 13:45:18,2024/07/Tier-List-di-ZZZ--640x360.jpg,2024/07/Tier-List-di-ZZZ--320x180.jpg,Game,geek/game/tier-list-di-zzz
"Jadwal PUBG Mobile World Cup (PMWC) 2024 dan Hasil, Lengkap!","Jadwal PUBG Mobile World Cup (PMWC) 2024 dan Hasil, Lengkap!",Esports,Yaya,2024-07-09 13:08:34,2024/07/jadwal-pubg-mobile-world-cup-feature-640x360.jpg,2024/07/jadwal-pubg-mobile-world-cup-feature-320x180.jpg,PUBG Mobile,esports/pubg-mobile/jadwal-pubg-mobile-world-cup-pmwc-2024
Build W-Engines dan Material Soldier 11 Zenless Zone Zero!,Build W-Engines dan Material Soldier 11 Zenless Zone Zero!,Geek,Arini Rizki Fauziah,2024-07-09 12:00:35,2024/07/build-Soldier-11-Zenless-Zone-Zero-3-640x360.jpg,2024/07/build-Soldier-11-Zenless-Zone-Zero-3-320x180.jpg,Game,geek/game/build-soldier-11-zenless-zone-zero
"Anime ""Go! Go! Loser Ranger!"" Dapatkan Season 2 di Tahun 2025!","Anime ""Go! Go! Loser Ranger!"" Dapatkan Season 2 di Tahun 2025!",Geek,Arini Rizki Fauziah,2024-07-09 11:15:17,2024/07/go-go-loser-ranger-season-2-640x360.jpg,2024/07/go-go-loser-ranger-season-2-320x180.jpg,Anime Manga,geek/anime-manga/go-go-loser-ranger-season-2
"Kagendra Juara MICC Season 2, Raih Tiket ke MDL ID S10!","Kagendra Juara MICC Season 2, Raih Tiket ke MDL ID S10!",Esports,Yaya,2024-07-09 11:00:30,2024/07/kagendra-feature-640x360.jpg,2024/07/kagendra-feature-320x180.jpg,Mobile Legends,esports/mobile-legends/kagendra-juara-micc-season-2
Darkest Dungeon 2 Sambangi Konsol Dalam Waktu Dekat Ini!,Darkest Dungeon 2 Sambangi Konsol Dalam Waktu Dekat Ini!,Geek,Sandi,2024-07-09 10:30:23,2024/07/darkest-dungeon-2-640x360.jpg,2024/07/darkest-dungeon-2-320x180.jpg,Game,geek/game/darkest-dungeon-2-sambangi-konsol-dalam-waktu-dekat-ini
"Jadwal VCT Pacific Stage 2, Group Stage, Playoff, dan Hasil Pertandingannya","Jadwal VCT Pacific Stage 2, Group Stage, Playoff, dan Hasil Pertandingan",Esports,Yaya,2024-07-09 10:08:00,2024/06/jadwal-vct-pacific-stage-2-feature-640x360.jpg,2024/06/jadwal-vct-pacific-stage-2-feature-320x180.jpg,Valorant,esports/valorant/jadwal-vct-pacific-stage-2
"Game Memori Google, Cara Memainkan dan Manfaatnya","Game Memori Google, Cara Memainkan dan Manfaatnya",Geek,reyan,2024-07-09 10:00:37,2023/06/game-memori-google-featured-1-640x360.jpg,2023/06/game-memori-google-featured-1-320x180.jpg,Game,geek/game/game-memori-google
"Rekomendasi Hero Counter Terkuat Agudo Honor of Kings (HOK), Bikin Tak Berdaya!",Rekomendasi Hero Counter Terkuat Agudo Honor of Kings (HOK),Esports,Ahwil Rizky Muhammad,2024-07-09 09:45:46,2024/07/Hero-Counter-Agudo-HOK-Featured-640x360.jpg,2024/07/Hero-Counter-Agudo-HOK-Featured-320x180.jpg,Esports Lain,esports/esports-lain/rekomendasi-hero-counter-terkuat-agudo-honor-of-kings-hok
"EKSKLUSIF: Wawancara Ado Seputar Project Album Barunya, Zanmu","Wawancara Ado Seputar Project Album Barunya, Zanmu",Geek,Mecca Medina,2024-07-09 09:20:31,2024/07/ado-zanmu-featured-639x360.jpg,2024/07/ado-zanmu-featured-320x180.jpg,Hobi,geek/hobi/wawancara-ado-zanmu
"Spesifikasi Minimal Zenless Zone Zero untuk PC, iOS, Android","Spesifikasi Minimal Zenless Zone Zero untuk PC, iOS, Android",Geek,Arini Rizki Fauziah,2024-07-08 18:45:14,2024/07/Spesifikasi-Zenless-Zone-Zero-640x360.jpg,2024/07/Spesifikasi-Zenless-Zone-Zero-320x180.jpg,Game,geek/game/spesifikasi-zenless-zone-zero
"Lepas dari Geek Fam, Luke Gabung ke Bigetron Alpha!","Lepas dari Geek Fam, Luke Gabung ke Bigetron Alpha!",Esports,Yaya,2024-07-08 18:12:38,2024/07/luke-feature-640x360.jpg,2024/07/luke-feature-320x180.jpg,Mobile Legends,esports/mobile-legends/luke-gabung-bigetron-alpha
CLAMP Umumkan Anime Magic Knight Rayearth Remake,CLAMP Umumkan Anime Magic Knight Rayearth Remake,Geek,Adagium,2024-07-08 18:00:36,2024/07/magic-knight-rayearth-new-project-640x360.jpg,2024/07/magic-knight-rayearth-new-project-320x180.jpg,Anime Manga,geek/anime-manga/magic-knight-rayearth-new-project
